user_id,day,login_hour,files_accessed,data_transfer_mb,failed_logins,after_hours_access,usb_events,email_recipients_count
U022,6,11,14,12.28,0,0,0,9
U022,7,6,15,39.64,0,0,1,11
U022,8,7,35,46.37,1,1,0,5
U022,9,6,11,7.6,2,0,0,8
U022,10,6,28,47.35,1,0,0,5
U022,11,6,22,35.02,2,0,1,8
U022,12,8,23,14.33,1,0,0,6
U022,13,11,28,0.0,1,0,0,9
U022,14,9,15,11.2,1,0,0,5
U022,15,11,13,31.94,2,0,0,7
U022,16,8,21,33.6,1,0,0,4
U022,17,7,13,0.36,0,0,0,11
U022,18,8,23,0.0,1,0,0,2
U022,19,11,21,0.0,1,0,0,7
U022,20,10,23,0.0,0,0,0,5
U022,21,6,21,17.72,0,0,0,10
U022,22,11,25,30.96,0,0,1,6
U022,23,6,16,0.0,1,0,0,11
U022,24,6,20,25.29,0,0,0,4
U022,25,9,13,37.15,0,0,1,8
U022,26,7,24,17.5,0,0,0,7
U022,27,9,11,21.04,0,0,0,6
U022,28,6,21,0.0,0,0,1,7
U022,29,7,24,22.29,0,0,1,4
U022,30,6,37,34.73,1,0,0,6
U022,31,7,11,1.13,1,0,0,8
U022,32,7,29,0.0,0,0,0,5
U022,33,7,21,13.48,0,0,0,9
U022,34,7,24,36.29,1,0,0,10
U022,35,6,18,6.27,2,0,1,10
U022,36,9,19,43.82,0,0,0,6
U022,37,7,19,63.43,1,0,0,5
U022,38,7,22,18.13,0,0,0,6
U022,39,6,28,42.64,0,0,0,9
U022,40,10,22,53.72,1,0,0,6
U022,41,6,24,15.82,0,0,0,4
U022,42,9,21,58.52,1,0,0,5
U022,43,8,27,9.73,0,0,0,9
U022,44,6,22,26.39,0,0,0,6
U022,45,9,23,27.61,0,0,0,7
U022,46,6,5,13.94,1,0,0,6
U022,47,8,20,0.0,2,0,0,4
U022,48,8,18,55.93,0,0,0,3
U022,49,9,20,0.0,1,0,0,8
U022,50,9,30,51.43,1,0,0,1
U022,51,6,12,18.74,2,0,0,10
U022,52,8,32,3.84,0,0,1,6
U022,53,9,27,36.9,1,0,0,1
U022,54,6,15,24.62,1,0,0,5
U022,55,6,32,33.55,1,0,0,4
U022,56,11,25,72.29,2,0,1,8
U022,57,10,21,22.07,1,0,0,9
U022,58,8,21,0.0,0,0,1,3
U022,59,9,26,47.92,1,0,0,10
U022,60,6,19,16.39,1,0,0,9
U023,1,8,27,2.87,1,0,0,11
U023,2,9,29,39.45,1,0,0,9
U023,3,10,26,45.14,1,0,0,13
U023,4,11,33,46.36,0,0,0,9
U023,5,10,35,15.25,1,0,0,8
U023,6,12,24,0.0,0,0,0,7
U023,7,9,24,6.78,0,0,0,12
U023,8,7,29,21.0,0,0,1,13
U023,9,11,29,0.0,1,0,0,4
U023,10,10,27,16.83,1,0,0,12
U023,11,8,18,49.16,0,0,0,3
U023,12,11,28,42.25,4,0,0,7
U023,13,9,34,52.96,1,1,0,10
U023,14,9,24,5.9,1,0,0,6
U023,15,9,24,0.0,2,0,0,9
U023,16,8,34,0.0,1,0,1,11
U023,17,9,16,0.0,0,0,0,9
U023,18,12,18,3.3,0,0,0,14
U023,19,8,32,5.17,2,0,0,8
U023,20,7,35,38.27,0,0,0,6
U023,21,9,22,0.0,1,0,0,5
U023,22,8,33,7.13,0,0,0,3
U023,23,10,22,33.83,0,0,0,11
U023,24,10,29,23.7,1,0,0,11
U023,25,9,19,0.0,0,1,0,11
U023,26,9,23,26.41,2,0,0,6
U023,27,12,30,45.18,2,0,0,12
U023,28,13,22,49.79,0,0,0,8
U023,29,8,25,0.0,3,0,0,4
U023,30,9,25,25.59,1,0,0,4
U023,31,11,26,3.87,2,0,0,14
U023,32,11,26,57.52,2,0,0,8
U023,33,10,23,18.31,0,1,0,9
U023,34,10,31,38.23,2,0,0,8
U023,35,10,22,52.23,1,0,0,7
U023,36,9,29,58.32,3,0,0,13
U023,37,11,30,70.3,2,0,0,6
U023,38,9,29,3.24,1,0,0,6
U023,39,7,27,13.89,2,0,0,8
U023,40,9,37,48.54,2,0,0,11
U023,41,8,30,31.53,0,0,1,10
U023,42,10,25,42.37,1,0,0,6
U023,43,8,25,13.59,0,0,0,13
U023,44,9,24,10.71,0,0,0,12
U023,45,10,26,30.41,1,0,0,10
U023,46,9,32,28.58,1,0,0,5
U023,47,11,23,16.25,1,0,0,7
U023,48,10,33,21.6,0,0,0,11
U023,49,8,28,58.58,0,0,0,4
U023,50,10,26,50.48,0,0,0,5
U023,51,11,28,48.99,1,0,1,8
U023,52,11,21,58.56,2,0,0,3
U023,53,7,38,23.81,0,0,0,3
U023,54,10,33,37.6,1,0,0,7
U023,55,11,25,65.63,0,0,1,8
U023,56,9,23,52.22,1,0,0,5
U023,57,9,34,27.53,2,0,0,6
U023,58,11,28,0.0,3,0,0,6
U023,59,6,22,47.35,0,0,0,8
U023,60,10,35,10.5,0,0,0,9
U024,1,11,47,91.83,0,0,0,15
U024,2,10,38,56.25,1,0,0,8
U024,3,6,22,88.48,1,0,0,7
U024,4,9,27,43.92,1,0,0,11
U024,5,12,26,84.75,0,0,0,11
U024,6,9,31,125.07,0,0,0,7
U024,7,8,20,82.24,0,0,0,13
U024,8,9,30,65.29,0,0,0,5
U024,9,8,22,55.66,0,0,0,1
U024,10,9,21,58.59,0,0,0,6
U024,11,11,12,78.14,0,0,0,10
U024,12,9,28,59.03,0,0,0,16
U024,13,6,40,72.69,1,0,0,8
U024,14,13,14,25.52,0,0,0,11
U024,15,11,16,93.66,0,0,0,7
U024,16,6,37,82.66,0,0,1,5
U024,17,8,0,51.38,0,0,0,10
U024,18,9,14,66.01,0,0,0,13
U024,19,11,13,64.47,2,0,0,5
U024,20,11,34,72.76,1,0,0,13
U024,21,12,51,104.31,0,0,0,7
U024,22,9,24,44.75,1,0,1,10
U024,23,7,12,83.6,1,0,0,13
U024,24,6,21,86.97,0,0,0,11
U024,25,6,13,67.47,0,0,0,10
U024,26,7,29,82.03,0,0,0,8
U024,27,9,32,82.64,0,0,0,9
U024,28,7,40,96.28,0,0,0,6
U024,29,10,27,74.41,0,0,0,6
U024,30,10,16,64.88,0,0,0,10
U024,31,8,31,35.91,0,0,0,12
U024,32,8,31,81.89,1,0,0,6
U024,33,6,29,82.27,0,0,0,11
U024,34,11,14,71.2,0,0,0,7
U024,35,11,23,64.75,0,0,0,7
U024,36,10,45,60.51,0,0,0,11
U024,37,6,25,60.35,2,0,0,13
U024,38,9,32,71.23,0,0,0,9
U024,39,6,29,72.76,0,0,1,13
U024,40,11,31,72.44,1,0,1,6
U024,41,9,16,91.33,0,0,0,10
U024,42,6,31,67.36,0,0,0,10
U024,43,10,38,64.58,0,1,0,9
U024,44,11,24,53.56,0,0,0,11
U024,45,6,22,81.02,2,0,0,7
U024,46,8,21,71.83,0,0,0,6
U024,47,7,16,40.19,0,0,0,12
U024,48,8,32,69.96,0,0,0,8
U024,49,10,21,53.66,0,0,0,10
U024,50,12,30,77.87,0,0,0,10
U024,51,9,27,75.98,0,0,0,9
U024,52,12,28,38.32,2,0,0,2
U024,53,7,44,69.08,0,1,0,8
U024,54,8,22,56.52,0,0,0,9
U024,55,12,36,58.82,0,0,1,8
U024,56,8,25,108.35,0,0,0,11
U024,57,8,21,95.5,0,0,0,13
U024,58,10,37,49.93,1,0,0,11
U024,59,11,36,70.95,0,0,0,7
U024,60,6,38,69.09,0,0,0,7
U025,1,9,25,28.84,0,0,0,11
U025,2,9,24,47.8,0,0,0,12
U025,3,11,6,1.55,0,0,0,11
U025,4,9,34,60.53,1,0,0,10
U025,5,10,21,25.79,0,0,0,10
U025,6,10,27,16.12,0,0,0,8
U025,7,9,37,81.33,0,0,1,11
U025,8,8,35,66.14,2,0,0,12
U025,9,8,19,52.7,0,0,0,10
U025,10,6,20,58.36,0,0,1,8
U025,11,11,31,24.7,0,0,0,15
U025,12,8,20,26.96,0,0,0,10
U025,13,10,30,59.54,1,0,0,8
U025,14,10,23,16.05,0,0,0,11
U025,15,9,37,54.2,0,0,2,12
U025,16,7,22,59.51,0,0,0,12
U025,17,9,35,19.45,0,0,0,9
U025,18,9,21,34.71,0,0,2,10
U025,19,9,33,17.41,0,0,0,8
U025,20,9,9,51.6,1,0,0,6
U025,21,8,45,32.73,1,0,0,9
U025,22,10,27,61.68,0,0,0,9
U025,23,7,38,72.16,0,0,1,11
U025,24,11,16,13.77,0,0,0,11
U025,25,9,36,56.07,0,0,0,11
U025,26,9,26,9.14,0,0,1,8
U025,27,12,21,81.18,0,0,0,5
U025,28,10,27,23.39,0,0,0,7
U025,29,7,29,43.51,2,0,0,9
U025,30,9,13,48.08,1,0,0,7
U025,31,9,21,33.69,0,0,0,8
U025,32,10,12,36.55,0,0,1,12
U025,33,7,22,0.95,1,0,0,9
U025,34,7,24,63.19,0,0,0,9
U025,35,10,33,6.43,0,0,0,9
U025,36,10,2,25.51,0,0,0,13
U025,37,10,26,25.5,1,0,0,9
U025,38,10,39,55.61,1,0,0,8
U025,39,7,14,46.0,0,0,0,15
U025,40,9,15,73.98,1,0,1,14
U025,41,6,23,27.53,0,0,0,10
U025,42,10,22,0.0,0,0,0,7
U025,43,9,35,43.89,0,0,0,13
U025,44,8,24,28.44,0,0,0,8
U025,45,8,30,47.16,0,0,0,5
U025,46,11,21,6.15,0,0,2,12
U025,47,8,11,58.14,0,0,1,13
U025,48,9,24,22.09,0,0,1,11
U025,49,9,21,22.25,0,0,1,10
U025,50,9,31,46.7,0,0,0,7
U025,51,9,26,43.79,0,0,0,13
U025,52,10,39,28.13,0,0,0,9
U025,53,8,22,43.01,0,0,0,9
U025,54,9,33,50.55,1,0,0,10
U025,55,9,12,40.98,1,0,1,11
U025,56,9,19,27.66,1,0,0,12
U025,57,9,25,77.66,0,0,0,13
U025,58,10,21,44.82,1,0,1,7
U025,59,8,19,84.08,0,1,0,9
U025,60,7,20,16.59,0,0,1,9
U026,1,8,36,28.77,0,0,0,10
U026,2,10,47,63.48,3,0,0,10
U026,3,7,39,82.34,1,0,0,8
U026,4,8,39,52.58,0,1,0,9
U026,5,11,42,60.75,0,0,0,9
U026,6,7,37,56.41,2,0,0,9
U026,7,7,44,31.67,0,0,0,9
U026,8,13,44,36.73,0,0,0,10
U026,9,9,30,56.22,1,0,0,13
U026,10,10,33,43.82,0,0,0,12
U026,11,8,30,44.31,2,0,1,11
U026,12,7,37,77.87,2,0,0,13
U026,13,6,35,51.27,1,0,0,10
U026,14,9,43,47.91,2,0,0,10
U026,15,8,35,68.6,2,0,0,8
U026,16,8,44,43.69,1,0,0,8
U026,17,8,35,58.86,0,0,1,10
U026,18,8,37,58.37,1,0,0,9
U026,19,9,31,78.88,1,0,0,10
U026,20,7,33,47.0,0,0,0,9
U026,21,10,31,60.88,3,1,0,12
U026,22,8,32,56.91,1,0,0,8
U026,23,7,49,57.67,0,0,0,11
U026,24,9,39,47.4,0,0,0,11
U026,25,9,32,37.7,0,0,0,12
U026,26,11,39,75.43,1,0,0,12
U026,27,6,39,30.1,1,0,0,10
U026,28,8,29,53.81,1,0,0,11
U026,29,12,34,51.06,0,0,1,9
U026,30,9,26,47.4,1,0,0,12
U026,31,6,31,68.45,1,0,0,8
U026,32,8,30,65.96,0,0,0,10
U026,33,8,43,40.38,1,0,0,8
U026,34,6,41,56.79,1,0,0,11
U026,35,8,37,87.35,2,0,0,8
U026,36,8,39,59.06,1,0,0,9
U026,37,6,41,33.72,0,0,0,11
U026,38,9,30,41.52,0,0,0,10
U026,39,8,24,37.98,1,0,0,8
U026,40,7,38,60.03,1,0,0,9
U026,41,10,34,37.77,0,0,0,8
U026,42,6,41,49.6,2,0,0,11
U026,43,11,34,54.07,0,0,0,11
U026,44,11,40,59.94,1,0,0,9
U026,45,10,37,71.63,1,0,0,9
U026,46,8,42,32.65,1,0,0,10
U026,47,8,38,55.51,1,0,0,9
U026,48,9,37,51.46,1,0,0,10
U026,49,8,40,45.12,1,0,0,8
U026,50,8,34,35.97,1,0,0,11
U026,51,11,40,66.13,1,0,0,8
U026,52,6,54,49.23,0,0,0,10
U026,53,10,40,42.89,1,0,0,11
U026,54,6,29,45.35,0,0,0,7
U026,55,7,44,68.0,0,0,0,10
U026,56,10,49,68.78,0,0,0,10
U026,57,7,42,44.59,0,0,0,12
U026,58,7,39,69.71,1,0,0,8
U026,59,8,29,51.94,1,0,0,11
U026,60,9,38,36.95,0,0,0,11
U027,1,7,30,51.52,1,0,0,6
U027,2,8,30,89.3,0,0,0,9
U027,3,7,30,116.26,1,0,0,9
U027,4,7,39,90.88,0,0,0,9
U027,5,8,44,52.37,1,1,2,6
U027,6,10,45,106.05,1,0,0,11
U027,7,6,46,112.74,2,0,0,14
U027,8,8,50,86.49,1,1,0,14
U027,9,8,38,72.24,0,0,0,4
U027,10,9,30,91.07,2,0,0,14
U027,11,7,35,98.06,1,0,0,10
U027,12,8,37,100.89,1,0,0,9
U027,13,8,38,115.44,1,1,0,7
U027,14,8,32,77.66,0,0,0,7
U027,15,8,47,77.32,1,0,1,9
U027,16,6,36,89.59,0,0,0,10
U027,17,7,43,95.54,2,0,0,6
U027,18,7,34,71.59,3,0,0,6
U027,19,7,40,89.26,0,0,0,11
U027,20,7,34,79.83,0,0,0,11
U027,21,7,34,60.93,2,0,0,11
U027,22,8,36,95.98,0,0,0,13
U027,23,8,30,108.23,2,0,1,11
U027,24,10,40,77.7,0,0,0,6
U027,25,9,44,80.35,1,0,1,6
U027,26,8,40,96.38,2,0,0,10
U027,27,6,32,101.31,0,0,0,8
U027,28,6,41,95.34,2,0,0,4
U027,29,10,29,95.79,0,1,0,4
U027,30,6,36,129.22,3,0,0,5
U027,31,7,40,61.2,0,0,0,9
U027,32,7,48,73.84,0,0,1,9
U027,33,9,36,47.53,1,0,0,11
U027,34,8,41,118.11,1,0,0,10
U027,35,7,43,113.72,1,0,0,10
U027,36,10,31,96.57,1,0,0,11
U027,37,8,37,109.58,2,0,0,6
U027,38,8,42,112.89,0,0,0,13
U027,39,9,34,118.59,1,0,1,10
U027,40,7,41,115.71,1,0,0,9
U027,41,8,39,71.84,0,0,0,8
U027,42,6,39,103.43,1,0,0,12
U027,43,8,39,108.0,2,0,1,6
U027,44,7,36,83.69,3,0,0,7
U027,45,9,38,93.51,2,0,0,7
U027,46,9,38,68.35,1,0,1,9
U027,47,8,31,92.37,2,0,0,8
U027,48,8,40,100.23,0,0,1,7
U027,49,8,43,125.85,0,0,0,7
U027,50,10,37,93.01,1,0,2,11
U027,51,9,34,80.32,3,1,1,7
U027,52,7,42,73.54,1,0,0,7
U027,53,8,33,97.62,1,0,0,9
U027,54,7,29,74.85,0,0,0,9
U027,55,7,36,127.87,1,0,1,6
U027,56,7,44,97.3,1,0,2,10
U027,57,7,41,71.04,1,0,0,9
U027,58,9,47,89.94,1,0,0,7
U027,59,8,30,80.08,0,0,1,11
U027,60,8,37,118.66,1,0,0,11
U028,1,10,30,3.51,0,0,0,13
U028,2,8,28,26.94,0,0,0,14
U028,3,9,12,21.34,0,0,0,9
U028,4,10,32,7.41,1,0,0,11
U028,5,8,6,54.49,0,0,0,8
U028,6,10,41,44.74,1,0,0,5
U028,7,10,35,6.62,0,0,1,8
U028,8,10,18,39.15,0,0,0,10
U028,9,9,26,0.0,0,0,0,8
U028,10,10,18,13.44,1,0,0,12
U028,11,9,18,13.84,1,0,0,13
U028,12,9,41,19.91,1,0,0,6
U028,13,10,19,29.24,0,0,0,16
U028,14,10,29,8.75,1,0,0,18
U028,15,10,21,3.17,0,0,0,8
U028,16,11,23,19.61,0,0,0,10
U028,17,9,24,25.84,0,0,2,7
U028,18,9,8,28.8,2,0,0,7
U028,19,9,26,44.23,1,0,0,9
U028,20,9,17,18.31,1,0,0,14
U028,21,9,30,0.0,0,0,0,9
U028,22,9,19,46.81,1,0,0,9
U028,23,10,35,54.82,0,0,0,7
U028,24,10,17,33.41,0,0,0,12
U028,25,10,15,59.72,0,0,0,8
U028,26,9,17,50.61,0,0,0,5
U028,27,10,41,0.0,0,0,0,4
U028,28,9,14,21.83,3,0,0,11
U028,29,9,19,15.67,0,0,0,5
U028,30,8,21,6.94,0,0,0,8
U028,31,10,28,18.95,3,0,1,6
U028,32,10,30,22.88,2,0,0,16
U028,33,8,34,0.0,0,0,0,12
U028,34,10,34,0.0,0,0,0,5
U028,35,9,45,34.84,0,0,0,9
U028,36,9,19,11.36,0,0,0,9
U028,37,11,5,28.8,0,0,0,14
U028,38,10,37,21.22,1,0,0,12
U028,39,10,33,21.28,0,0,1,7
U028,40,10,16,56.66,0,0,0,6
U028,41,9,22,0.0,2,0,0,3
U028,42,9,12,18.75,0,0,0,10
U028,43,10,31,31.43,1,0,2,8
U028,44,9,33,36.12,2,0,0,9
U028,45,9,17,19.53,0,0,0,8
U028,46,9,29,35.37,1,0,0,8
U028,47,9,38,14.42,0,0,0,15
U028,48,9,24,38.93,0,0,0,9
U028,49,9,21,0.0,0,0,1,8
U028,50,9,27,0.0,0,0,0,9
U028,51,10,0,48.86,0,0,0,9
U028,52,9,32,38.01,0,0,0,3
U028,53,10,4,44.81,1,0,0,17
U028,54,10,28,9.56,0,0,0,3
U028,55,9,17,16.74,0,0,1,14
U028,56,8,21,21.18,1,0,0,12
U028,57,9,27,13.31,0,0,0,7
U028,58,10,20,26.73,0,0,1,4
U028,59,9,50,13.7,0,0,1,8
U028,60,9,45,5.37,1,0,0,15
U029,1,9,30,20.73,2,0,1,3
U029,2,9,26,47.33,1,0,0,0
U029,3,7,36,41.06,0,0,0,10
U029,4,9,45,50.56,2,0,0,7
U029,5,8,25,45.24,1,0,0,8
U029,6,9,19,46.49,2,0,0,6
U029,7,7,42,14.7,1,0,0,7
U029,8,6,47,44.02,0,0,0,6
U029,9,7,45,30.65,0,0,0,9
U029,10,7,35,45.99,3,0,0,5
U029,11,8,23,15.17,1,0,0,8
U029,12,8,16,60.96,3,0,0,10
U029,13,6,27,28.0,0,0,0,5
U029,14,6,30,22.39,1,0,0,4
U029,15,8,27,33.06,1,0,2,9
U029,16,8,19,24.77,0,0,0,7
U029,17,8,26,46.82,1,0,0,7
U029,18,10,9,19.79,1,0,0,5
U029,19,8,47,49.78,0,0,1,8
U029,20,8,27,21.79,3,0,0,1
U029,21,9,0,36.52,1,1,0,8
U029,22,6,53,39.59,1,0,1,9
U029,23,9,13,15.28,2,0,0,8
U029,24,9,22,31.05,1,0,0,5
U029,25,8,0,36.44,1,0,0,3
U029,26,8,25,14.89,1,0,0,4
U029,27,9,46,26.77,1,0,0,10
U029,28,7,49,49.58,0,0,0,5
U029,29,6,22,47.69,2,0,1,7
U029,30,9,25,41.97,0,0,0,9
U029,31,10,30,44.98,1,0,0,7
U029,32,9,39,31.07,1,0,0,6
U029,33,7,15,48.91,2,0,0,5
U029,34,8,34,34.43,1,0,1,3
U029,35,8,35,17.67,2,0,0,6
U029,36,6,31,29.44,0,0,0,6
U029,37,8,19,26.9,1,1,0,10
U029,38,8,11,38.35,1,0,0,10
U029,39,9,20,52.69,2,0,0,7
U029,40,6,30,28.75,0,0,0,8
U029,41,11,31,22.27,3,0,0,6
U029,42,9,22,10.51,0,0,0,6
U029,43,6,5,38.06,0,0,0,2
U029,44,9,37,8.9,1,0,1,10
U029,45,9,23,4.67,1,0,1,5
U029,46,7,24,30.66,1,0,0,5
U029,47,7,39,47.54,1,0,0,5
U029,48,9,34,31.31,0,0,0,8
U029,49,6,35,31.48,0,0,0,6
U029,50,7,31,22.31,1,0,0,5
U029,51,9,28,30.22,2,0,0,9
U029,52,8,23,30.65,0,0,0,6
U029,53,7,54,48.71,3,1,1,3
U029,54,7,43,44.36,1,0,0,6
U029,55,8,18,38.04,0,0,0,11
U029,56,9,29,28.78,2,0,0,7
U029,57,8,19,24.91,0,0,0,3
U029,58,7,27,16.22,3,0,0,7
U029,59,7,30,30.23,0,0,0,8
U029,60,9,18,0.0,0,0,0,5
U030,1,8,23,53.09,0,0,0,6
U030,2,10,5,47.49,1,0,0,4
U030,3,8,20,103.13,2,0,0,3
U030,4,11,4,107.46,2,0,0,4
U030,5,9,15,114.87,0,0,0,5
U030,6,9,15,65.43,0,0,0,5
U030,7,8,29,87.08,0,0,0,5
U030,8,9,28,139.96,4,0,0,3
U030,9,9,24,148.08,0,0,0,4
U030,10,8,2,31.98,1,0,0,6
U030,11,10,24,75.43,3,0,0,6
U030,12,9,3,109.96,1,1,0,4
U030,13,9,0,103.36,3,0,0,3
U030,14,8,12,126.18,2,0,0,4
U030,15,9,41,62.79,1,0,0,4
U030,16,8,24,125.78,0,0,0,4
U030,17,8,7,86.31,2,0,0,3
U030,18,9,22,72.44,1,0,0,4
U030,19,8,20,97.07,1,0,0,5
U030,20,9,15,117.21,0,1,0,4
U030,21,9,13,112.92,2,0,0,5
U030,22,10,31,103.52,1,0,0,6
U030,23,9,9,93.5,0,0,0,4
U030,24,8,33,31.51,1,0,2,4
U030,25,9,28,139.25,1,0,0,5
U030,26,9,28,68.83,2,0,0,6
U030,27,7,35,96.35,0,0,0,5
U030,28,9,13,74.98,0,0,0,5
U030,29,9,34,114.62,0,0,0,5
U030,30,11,27,78.86,2,0,0,4
U030,31,10,21,76.09,1,0,0,4
U030,32,8,31,58.87,1,1,0,5
U030,33,9,22,130.94,1,0,0,4
U030,34,9,17,93.76,1,0,0,4
U030,35,8,39,99.5,2,0,0,4
U030,36,9,19,66.21,0,0,1,5
U030,37,8,28,47.84,2,0,0,3
U030,38,7,24,86.9,2,0,0,5
U030,39,8,9,124.41,1,0,0,3
U030,40,10,28,88.73,1,0,0,3
U030,41,8,26,105.25,1,0,0,4
U030,42,8,27,102.66,1,0,0,4
U030,43,9,9,71.25,1,0,0,7
U030,44,6,12,57.91,3,0,0,5
U030,45,10,19,64.62,2,0,0,5
U030,46,9,30,103.31,2,0,0,5
U030,47,9,32,97.06,0,0,0,3
U030,48,7,25,134.41,1,0,0,5
U030,49,8,14,96.28,0,0,0,7
U030,50,10,16,87.22,0,0,1,4
U030,51,9,18,120.7,2,0,0,5
U030,52,8,12,104.58,1,0,0,5
U030,53,8,15,155.31,0,0,0,3
U030,54,9,31,103.98,1,0,0,4
U030,55,9,14,108.2,0,0,0,4
U030,56,7,36,91.45,2,0,0,4
U030,57,7,27,47.04,0,0,0,4
U030,58,9,28,113.26,0,0,0,4
U030,59,6,22,92.56,2,0,0,3
U030,60,8,16,66.95,1,0,0,7
U031,1,7,27,88.84,0,0,0,6
U031,2,7,21,83.76,0,0,0,9
U031,3,7,18,58.98,0,0,0,11
U031,4,7,29,100.32,1,0,0,8
U031,5,9,26,57.23,1,0,0,6
U031,6,6,9,93.03,1,0,0,10
U031,7,8,25,46.79,2,0,0,3
U031,8,8,19,74.3,0,0,0,13
U031,9,8,26,70.5,0,0,1,8
U031,10,7,29,87.74,0,0,0,9
U031,11,7,15,125.35,1,0,0,7
U031,12,7,24,126.58,0,0,1,12
U031,13,8,9,74.32,1,1,0,11
U031,14,8,29,72.89,1,0,0,8
U031,15,7,23,86.73,1,0,0,5
U031,16,6,22,74.98,0,0,0,7
U031,17,7,22,117.5,0,0,0,15
U031,18,7,33,63.58,0,0,0,13
U031,19,9,21,42.97,1,0,1,8
U031,20,6,23,106.77,0,0,0,7
U031,21,8,24,71.48,1,0,0,14
U031,22,9,21,53.84,1,0,0,5
U031,23,7,20,94.7,0,0,0,5
U031,24,9,35,34.74,0,0,0,10
U031,25,8,24,73.04,3,0,0,9
U031,26,7,11,56.78,0,0,0,14
U031,27,6,21,69.68,0,0,1,10
U031,28,7,14,96.61,0,0,0,5
U031,29,8,20,73.22,0,1,0,10
U031,30,7,34,115.76,2,0,0,12
U031,31,8,34,75.24,0,0,0,8
U031,32,8,20,69.03,0,0,0,5
U031,33,7,30,102.1,0,0,0,10
U031,34,9,28,65.89,0,0,0,10
U031,35,7,15,77.64,0,0,0,12
U031,36,8,24,93.91,0,0,2,5
U031,37,7,22,95.84,0,0,0,15
U031,38,6,23,98.1,0,0,0,7
U031,39,8,23,81.69,1,0,0,8
U031,40,9,15,75.55,0,0,0,8
U031,41,7,21,62.7,1,0,1,7
U031,42,7,32,96.49,1,0,2,5
U031,43,7,22,69.9,0,1,0,11
U031,44,7,22,49.53,0,0,0,8
U031,45,8,10,69.17,0,0,0,8
U031,46,9,22,45.34,0,0,0,6
U031,47,10,13,84.19,1,0,0,7
U031,48,6,34,57.69,0,0,1,17
U031,49,8,29,104.53,0,0,0,10
U031,50,8,15,92.97,0,0,0,15
U031,51,18,171,413.65,3,1,0,26
U031,52,0,130,379.32,4,1,1,45
U031,53,21,137,476.74,4,1,1,60
U031,54,21,170,460.68,4,0,4,34
U031,55,18,127,369.1,3,1,1,46
U031,56,23,133,479.18,5,1,4,49
U031,57,22,95,348.57,2,1,3,32
U031,58,21,132,373.19,1,1,2,28
U031,59,20,86,414.24,1,1,0,38
U031,60,22,161,378.07,4,1,0,56
U032,1,9,7,104.36,0,0,1,1
U032,2,8,18,50.24,2,0,0,5
U032,3,8,23,72.16,4,0,0,5
U032,4,9,17,81.39,2,0,2,5
U032,5,8,25,51.26,3,0,0,6
U032,6,6,15,54.38,1,0,0,4
U032,7,8,31,72.4,0,0,0,1
U032,8,8,25,85.2,1,0,1,2
U032,9,9,39,42.98,0,0,0,5
U032,10,11,13,65.38,1,0,0,4
U032,11,8,38,48.76,2,0,0,4
U032,12,7,34,92.72,2,0,0,3
U032,13,8,17,47.62,1,0,0,4
U032,14,8,35,77.31,4,0,0,2
U032,15,9,18,61.29,1,0,1,5
U032,16,7,39,46.88,1,0,0,6
U032,17,8,18,49.88,1,0,0,1
U032,18,8,17,23.02,2,0,0,4
U032,19,8,25,74.52,0,0,0,4
U032,20,9,28,68.13,1,0,0,4
U032,21,10,30,74.19,1,1,0,0
U032,22,9,28,39.39,2,0,0,5
U032,23,8,32,68.44,1,0,0,3
U032,24,9,17,60.86,1,0,0,6
U032,25,8,11,79.82,0,0,0,4
U032,26,10,23,49.81,0,0,0,6
U032,27,7,26,60.57,1,0,0,0
U032,28,9,28,63.81,1,0,1,6
U032,29,9,9,64.27,1,0,0,5
U032,30,6,35,70.67,2,0,0,4
U032,31,7,15,72.13,1,0,0,6
U032,32,11,11,86.02,2,0,0,2
U032,33,10,32,86.18,1,0,0,5
U032,34,9,14,73.48,2,0,1,4
U032,35,10,30,82.08,0,0,0,2
U032,36,7,29,68.59,0,0,0,2
U032,37,10,5,55.49,2,0,0,1
U032,38,7,6,33.33,2,1,0,5
U032,39,11,11,69.33,3,0,0,4
U032,40,8,12,58.69,1,0,0,3
U032,41,9,19,86.9,1,0,0,2
U032,42,10,6,49.76,0,0,0,3
U032,43,8,44,71.34,1,0,0,5
U032,44,9,27,104.59,1,0,0,6
U032,45,10,35,54.37,1,0,0,3
U032,46,11,8,95.06,1,0,0,3
U032,47,7,22,62.99,0,0,1,2
U032,48,9,43,76.79,0,0,0,5
U032,49,10,23,70.0,1,0,0,5
U032,50,7,17,73.78,0,0,0,4
U032,51,11,23,102.08,2,0,1,4
U032,52,7,8,78.25,1,0,0,5
U032,53,9,12,89.49,1,0,0,5
U032,54,11,33,33.93,1,0,0,4
U032,55,6,30,60.13,0,0,0,2
U032,56,8,34,68.5,1,0,0,5
U032,57,6,27,74.32,1,0,0,2
U032,58,10,23,65.54,2,0,0,3
U032,59,9,34,76.35,3,0,0,4
U032,60,8,20,115.28,0,0,0,4
U033,1,8,31,30.93,0,0,0,9
U033,2,9,32,37.98,0,0,0,0
U033,3,7,45,11.14,0,0,1,10
U033,4,7,20,34.07,0,0,0,0
U033,5,10,21,32.59,1,0,0,4
U033,6,8,30,29.84,1,1,2,2
U033,7,11,26,26.43,1,0,1,0
U033,8,8,18,7.94,0,0,0,4
U033,9,10,33,29.02,0,1,0,11
